date,swell_height_ft,swell_period_secs,wind_speed_mph,swell_dir,wind_dir
1999/25/8,3.6,5,18,360,355
1998/25/8,4.7,8,16,345,345
1997/25/8,2.5,9,11,315,320
1997/25/8,2.5,9,11,315,320
1997/25/8,2.5,9,11,315,320
1997/25/8,2.5,9,11,315,320
1997/25/8,2.5,9,11,315,320
1997/25/8,2.5,9,11,315,320
2006/26/8,5.2,8,9,355,350
2005/26/8,5.2,11,22,335,0
2004/26/8,5.2,8,20,340,10
2003/26/8,5.6,6,20,10,10
2002/26/8,3.8,5,16,355,15
2001/26/8,4.6,11,9,330,340
2000/26/8,6.6,9,22,330,360
1999/26/8,4.3,5,18,15,345
1998/26/8,4.9,8,16,350,360
1997/26/8,3.2,9,16,325,345
1997/26/8,3.2,9,16,325,345
1997/26/8,3.2,9,16,325,345
1997/26/8,3.2,9,16,325,345
1997/26/8,3.2,9,16,325,345
1997/26/8,3.2,9,16,325,345
2006/27/8,5.9,8,13,350,350
2005/27/8,5.4,10,18,330,355
2004/27/8,4,8,11,345,0
2003/27/8,5.6,6,16,5,0
2002/27/8,5.6,5,22,5,10
2001/27/8,3.5,10,9,330,305
2000/27/8,5.8,6,20,5,350
1999/27/8,3.4,8,13,310,10
1998/27/8,4.7,8,18,350,5
1997/27/8,3.4,8,13,325,345
1997/27/8,3.4,8,13,325,345
1997/27/8,3.4,8,13,325,345
1997/27/8,3.4,8,13,325,345
1997/27/8,3.4,8,13,325,345
1997/27/8,3.4,8,13,325,345
2006/28/8,5.2,8,2,345,0
2005/28/8,5.3,10,13,330,345
2004/28/8,4.9,10,13,335,345
2003/28/8,4.8,9,18,325,355
2002/28/8,4.8,7,16,350,345
2001/28/8,3.4,9,11,320,330
2000/28/8,5,7,20,340,345
1999/28/8,3,6,13,350,5
1998/28/8,4.3,8,18,355,0
1997/28/8,4.3,10,13,330,355
1997/28/8,4.3,10,13,330,355
1997/28/8,4.3,10,13,330,355
1997/28/8,4.3,10,13,330,355
1997/28/8,4.3,10,13,330,355
1997/28/8,4.3,10,13,330,355
2006/29/8,5.3,8,9,340,350
2005/29/8,4.8,9,13,335,345
2004/29/8,3.9,8,11,335,350
2003/29/8,5.8,9,18,325,355
2002/29/8,4.6,8,13,350,345
2001/29/8,3.2,8,13,325,340
2000/29/8,4.2,7,18,345,345
1999/29/8,2.8,5,16,355,0
1998/29/8,4.2,5,20,355,5
1997/29/8,7.2,10,13,330,350
1997/29/8,7.2,10,13,330,350
1997/29/8,7.2,10,13,330,350
1997/29/8,7.2,10,13,330,350
1997/29/8,7.2,10,13,330,350
1997/29/8,7.2,10,13,330,350
2006/30/8,4.5,7,7,340,315
2005/30/8,4.4,9,11,335,5
2004/30/8,3.9,7,13,345,350
2003/30/8,6.9,10,9,340,330
2002/30/8,4,7,13,350,340
2001/30/8,4.3,13,16,320,5
2000/30/8,4.7,6,20,345,345
1999/30/8,3.6,5,20,350,5
1998/30/8,4,6,16,350,340
1997/30/8,7.8,12,11,345,310
1997/30/8,7.8,12,11,345,310
1997/30/8,7.8,12,11,345,310
1997/30/8,7.8,12,11,345,310
1997/30/8,7.8,12,11,345,310
1997/30/8,7.8,12,11,345,310
2006/31/8,4.6,8,7,350,275
2005/31/8,4.4,5,13,340,330
2004/31/8,3.5,6,16,350,355
2003/31/8,4.4,9,16,335,355
2002/31/8,3.9,13,16,325,360
2001/31/8,5.6,11,22,320,5
2000/31/8,5.4,7,13,345,330
1999/31/8,4,10,18,325,350
1998/31/8,2.4,5,11,345,310
1997/31/8,5.6,11,18,345,350
1997/31/8,5.6,11,18,345,350
1997/31/8,5.6,11,18,345,350
1997/31/8,5.6,11,18,345,350
1997/31/8,5.6,11,18,345,350
1997/31/8,5.6,11,18,345,350
2006/1/9,3.4,7,13,350,5
2005/1/9,4.5,6,13,355,340
2004/1/9,4.8,12,16,345,345
2003/1/9,4.4,5,18,5,360
2002/1/9,3.3,11,11,325,340
2001/1/9,5.5,6,22,360,5
2000/1/9,4.4,7,16,345,335
1999/1/9,3.9,9,18,320,355
1998/1/9,2.7,10,13,310,305
1997/1/9,5.8,6,20,0,10
1997/1/9,5.8,6,20,0,10
1997/1/9,5.8,6,20,0,10
1997/1/9,5.8,6,20,0,10
1997/1/9,5.8,6,20,0,10
1997/1/9,5.8,6,20,0,10
2006/2/9,4.7,12,7,315,335
2005/2/9,3.8,6,7,355,325
2004/2/9,4,10,13,340,350
2003/2/9,5,5,22,5,360
2002/2/9,3.3,9,11,325,340
2001/2/9,4.7,7,16,345,355
2000/2/9,3.5,7,16,340,335
1999/2/9,5.2,9,18,340,345
1998/2/9,4.3,10,13,315,335
1997/2/9,6.1,9,11,335,335
1997/2/9,6.1,9,11,335,335
1997/2/9,6.1,9,11,335,335
1997/2/9,6.1,9,11,335,335
1997/2/9,6.1,9,11,335,335
1997/2/9,6.1,9,11,335,335
2006/3/9,4.3,10,9,315,340
2005/3/9,3.1,10,2,325,285
2004/3/9,5,8,18,335,355
2003/3/9,5,6,20,5,355
2002/3/9,4,8,11,340,340
2001/3/9,3.7,8,9,345,320
2000/3/9,3.6,7,13,345,320
1999/3/9,4.1,8,11,345,350
1998/3/9,4.4,9,18,320,360
1997/3/9,4.7,8,11,340,325
1997/3/9,4.7,8,11,340,325
1997/3/9,4.7,8,11,340,325
1997/3/9,4.7,8,11,340,325
1997/3/9,4.7,8,11,340,325
1997/3/9,4.7,8,11,340,325
2006/4/9,4.1,11,4,330,340
2005/4/9,2.8,9,7,325,330
2004/4/9,8.5,12,9,330,330
2003/4/9,6.2,6,25,355,360
2002/4/9,4.8,13,13,325,360
2001/4/9,3.1,8,7,345,305
2000/4/9,4.8,11,18,340,355
1999/4/9,3.1,13,9,295,305
1998/4/9,5.2,10,20,330,5
1997/4/9,3.3,7,11,340,345
1997/4/9,3.3,7,11,340,345
1997/4/9,3.3,7,11,340,345
1997/4/9,3.3,7,11,340,345
1997/4/9,3.3,7,11,340,345
1997/4/9,3.3,7,11,340,345
2006/5/9,4.1,10,9,315,230
2005/5/9,3.6,5,11,5,20
2004/5/9,6.5,12,16,330,5
2003/5/9,6.7,6,25,360,5
2002/5/9,5.8,12,18,325,10
2001/5/9,3.1,8,9,350,325
2000/5/9,7.6,8,25,350,5
1999/5/9,3.9,14,9,325,280
1998/5/9,5.1,9,16,325,350
1997/5/9,3.4,7,9,345,340
1997/5/9,3.4,7,9,345,340
1997/5/9,3.4,7,9,345,340
1997/5/9,3.4,7,9,345,340
1997/5/9,3.4,7,9,345,340
1997/5/9,3.4,7,9,345,340
2006/6/9,3.3,9,4,310,260
2005/6/9,5.1,5,20,10,360
2004/6/9,5.5,11,16,325,360
2003/6/9,5.6,7,18,350,5
2002/6/9,5.4,10,18,325,20
2001/6/9,3.7,9,13,350,350
2000/6/9,6.7,8,20,340,345
1999/6/9,5.2,12,11,325,320
1998/6/9,5,12,16,335,350
1997/6/9,3.6,10,11,315,340
1997/6/9,3.6,10,11,315,340
1997/6/9,3.6,10,11,315,340
1997/6/9,3.6,10,11,315,340
1997/6/9,3.6,10,11,315,340
1997/6/9,3.6,10,11,315,340
2006/7/9,2.6,8,4,305,265
2005/7/9,4.5,9,18,335,360
2004/7/9,4.4,9,16,320,360
2003/7/9,5.5,6,20,5,5
2002/7/9,4.6,9,13,325,5
2001/7/9,4,9,13,350,5
2000/7/9,5.6,11,13,315,320
1999/7/9,4.5,11,18,325,360
1998/7/9,7.4,15,20,305,5
1997/7/9,4.6,9,4,330,295
1997/7/9,4.6,9,4,330,295
1997/7/9,4.6,9,4,330,295
1997/7/9,4.6,9,4,330,295
1997/7/9,4.6,9,4,330,295
1997/7/9,4.6,9,4,330,295
2006/8/9,2.3,8,16,295,215
2005/8/9,4.3,8,18,345,355
2004/8/9,4.4,8,16,330,0
2003/8/9,6.8,7,18,350,355
2002/8/9,3.4,6,11,350,340
2001/8/9,4.6,9,11,355,340
2000/8/9,5,10,13,315,320
1999/8/9,4.6,5,20,345,355
1998/8/9,8.4,12,18,310,0
1997/8/9,5.7,9,9,345,340
1997/8/9,5.7,9,9,345,340
1997/8/9,5.7,9,9,345,340
1997/8/9,5.7,9,9,345,340
1997/8/9,5.7,9,9,345,340
1997/8/9,5.7,9,9,345,340
2006/9/9,3.9,9,9,325,295
2005/9/9,4.2,8,13,345,345
2004/9/9,3.5,9,13,320,330
2003/9/9,7.6,6,25,5,10
2002/9/9,3.7,12,9,350,330
2001/9/9,3.3,8,9,355,300
2000/9/9,4.6,10,11,320,295
1999/9/9,4.6,11,16,330,345
1998/9/9,7.3,11,18,320,355
1997/9/9,3.9,9,9,350,345
1997/9/9,3.9,9,9,350,345
1997/9/9,3.9,9,9,350,345
1997/9/9,3.9,9,9,350,345
1997/9/9,3.9,9,9,350,345
1997/9/9,3.9,9,9,350,345
2006/10/9,3.6,8,18,325,10
2005/10/9,3.4,7,16,335,360
2004/10/9,3.7,6,11,350,330
2003/10/9,5.8,9,18,330,355
2002/10/9,4.4,11,9,350,335
2001/10/9,2.7,7,7,355,290
2000/10/9,4.9,11,11,325,260
1999/10/9,3.6,10,9,330,285
1998/10/9,7.7,15,20,315,5
1997/10/9,2.9,9,9,345,295
1997/10/9,2.9,9,9,345,295
1997/10/9,2.9,9,9,345,295
1997/10/9,2.9,9,9,345,295
1997/10/9,2.9,9,9,345,295
1997/10/9,2.9,9,9,345,295
2006/11/9,4.3,5,20,10,15
2005/11/9,4.9,5,20,5,0
2004/11/9,3.1,10,9,315,305
2003/11/9,5.7,9,13,330,350
2002/11/9,3.7,10,11,350,10
2001/11/9,2.5,8,7,350,335
2000/11/9,3.7,10,11,320,325
1999/11/9,4.8,11,13,335,340
1998/11/9,8.8,12,25,315,10
1997/11/9,2.1,8,7,345,290
1997/11/9,2.1,8,7,345,290
1997/11/9,2.1,8,7,345,290
1997/11/9,2.1,8,7,345,290
1997/11/9,2.1,8,7,345,290
1997/11/9,2.1,8,7,345,290
2006/12/9,4,5,18,355,360
2005/12/9,6.9,10,20,345,360
2004/12/9,3.4,9,11,320,5
2003/12/9,5,12,11,300,325
2002/12/9,3.9,8,18,315,355
2001/12/9,4.4,5,18,10,5
2000/12/9,3.3,9,16,320,345
1999/12/9,4.4,10,16,330,350
1998/12/9,8,10,22,320,5
1997/12/9,1.5,5,7,350,265
1997/12/9,1.5,5,7,350,265
1997/12/9,1.5,5,7,350,265
1997/12/9,1.5,5,7,350,265
1997/12/9,1.5,5,7,350,265
1997/12/9,1.5,5,7,350,265
2006/13/9,5.4,6,18,340,10
2005/13/9,6.4,9,18,345,10
2004/13/9,4.2,6,18,350,355
2003/13/9,3.5,10,7,300,235
2002/13/9,6.7,13,11,310,320
2001/13/9,3.8,5,13,355,355
2000/13/9,3.5,9,11,320,320
1999/13/9,7,7,20,345,5
1998/13/9,7.2,10,20,335,0
1997/13/9,1.7,9,16,310,260
1997/13/9,1.7,9,16,310,260
1997/13/9,1.7,9,16,310,260
1997/13/9,1.7,9,16,310,260
1997/13/9,1.7,9,16,310,260
1997/13/9,1.7,9,16,310,260
2006/14/9,4.5,8,18,325,360
2005/14/9,4.9,7,7,345,320
2004/14/9,5.7,9,18,340,0
2003/14/9,2.4,9,9,300,255
2002/14/9,5.5,11,9,310,255
2001/14/9,4.5,5,22,355,0
2000/14/9,2.6,8,11,330,295
1999/14/9,8.1,8,18,340,5
1998/14/9,6.9,8,22,345,0
1997/14/9,4,7,11,290,295
1997/14/9,4,7,11,290,295
1997/14/9,4,7,11,290,295
1997/14/9,4,7,11,290,295
1997/14/9,4,7,11,290,295
1997/14/9,4,7,11,290,295
2006/15/9,9.8,13,22,330,10
2005/15/9,3.8,7,7,355,240
2004/15/9,7.5,12,18,335,10
2003/15/9,2.4,11,13,310,330
2002/15/9,5,10,16,315,200
2001/15/9,5.2,7,16,345,340
2000/15/9,2.1,8,13,325,345
1999/15/9,7.8,11,18,340,5
1998/15/9,7,8,18,350,350
1997/15/9,5.6,16,9,290,335
1997/15/9,5.6,16,9,290,335
1997/15/9,5.6,16,9,290,335
1997/15/9,5.6,16,9,290,335
1997/15/9,5.6,16,9,290,335
1997/15/9,5.6,16,9,290,335
2006/16/9,9,12,13,330,15
2005/16/9,3.3,9,13,300,345
2004/16/9,9,12,11,335,345
2003/16/9,2.8,10,9,310,315
2002/16/9,5.2,9,16,315,215
2001/16/9,4.8,7,9,350,320
2000/16/9,4,10,16,305,340
1999/16/9,5.6,10,16,340,355
1998/16/9,6.1,11,13,345,330
1997/16/9,6.5,13,13,295,0
1997/16/9,6.5,13,13,295,0
1997/16/9,6.5,13,13,295,0
1997/16/9,6.5,13,13,295,0
1997/16/9,6.5,13,13,295,0
1997/16/9,6.5,13,13,295,0
2006/17/9,8.1,11,7,335,350
2005/17/9,4.4,4,22,360,360
2004/17/9,6.8,11,11,340,335
2003/17/9,3.1,10,9,315,320
2002/17/9,5.4,13,11,295,215
2001/17/9,4.1,9,11,340,335
2000/17/9,4.4,9,13,315,335
1999/17/9,4.7,9,13,335,355
1998/17/9,4.6,8,13,350,315
1997/17/9,7.3,14,11,290,335
1997/17/9,7.3,14,11,290,335
1997/17/9,7.3,14,11,290,335
1997/17/9,7.3,14,11,290,335
1997/17/9,7.3,14,11,290,335
1997/17/9,7.3,14,11,290,335
2006/18/9,7.7,13,11,310,350
2005/18/9,5.7,8,18,345,360
2004/18/9,4.1,10,7,340,320
2003/18/9,2.6,9,9,315,290
2002/18/9,6.3,9,11,305,235
2001/18/9,4.6,12,11,320,335
2000/18/9,3.8,8,11,315,295
1999/18/9,8.6,14,13,330,330
1998/18/9,3.8,7,16,345,335
1997/18/9,5.5,12,9,295,340
1997/18/9,5.5,12,9,295,340
1997/18/9,5.5,12,9,295,340
1997/18/9,5.5,12,9,295,340
1997/18/9,5.5,12,9,295,340
1997/18/9,5.5,12,9,295,340
2006/19/9,6,11,18,310,360
2005/19/9,5.9,9,9,345,340
2004/19/9,4.7,13,18,325,50
2003/19/9,2.4,9,11,315,230
2002/19/9,4,10,11,295,230
2001/19/9,5,10,11,310,345
2000/19/9,4.3,7,13,320,320
1999/19/9,6.5,12,16,330,240
1998/19/9,4.2,7,16,345,325
1997/19/9,6.2,11,9,320,35
1997/19/9,6.2,11,9,320,35
1997/19/9,6.2,11,9,320,35
1997/19/9,6.2,11,9,320,35
1997/19/9,6.2,11,9,320,35
1997/19/9,6.2,11,9,320,35
2006/20/9,5.1,10,13,315,340
2005/20/9,3.6,8,13,345,345
2004/20/9,5.5,11,11,325,335
2003/20/9,1.2,9,9,325,325
2002/20/9,3.1,9,9,300,280
2001/20/9,4.1,9,7,310,300
2000/20/9,4.4,5,22,350,360
1999/20/9,12.6,13,13,330,10
1998/20/9,4.4,10,11,320,315
1997/20/9,4.5,10,18,325,355
1997/20/9,4.5,10,18,325,355
1997/20/9,4.5,10,18,325,355
1997/20/9,4.5,10,18,325,355
1997/20/9,4.5,10,18,325,355
1997/20/9,4.5,10,18,325,355
2006/21/9,3.3,9,7,315,255
2005/21/9,3.3,5,13,345,0
2004/21/9,6,11,7,340,250
2003/21/9,3.1,8,13,295,355
2002/21/9,3.1,8,11,310,330
2001/21/9,3.1,11,16,325,215
2000/21/9,9,11,18,345,350
1999/21/9,12.2,13,18,340,355
1998/21/9,3.9,10,11,325,320
1997/21/9,5.2,5,20,0,360
1997/21/9,5.2,5,20,0,360
1997/21/9,5.2,5,20,0,360
1997/21/9,5.2,5,20,0,360
1997/21/9,5.2,5,20,0,360
1997/21/9,5.2,5,20,0,360
2006/22/9,7.5,15,13,330,340
2005/22/9,3.1,5,9,345,340
2004/22/9,5.5,10,11,340,245
2003/22/9,5.5,10,18,320,5
2002/22/9,3,8,11,315,345
2001/22/9,5,7,11,280,260
2000/22/9,7.5,12,13,340,315
1999/22/9,8.2,12,13,340,315
1998/22/9,3.5,11,11,315,325
1997/22/9,5.2,6,20,350,360
1997/22/9,5.2,6,20,350,360
1997/22/9,5.2,6,20,350,360
1997/22/9,5.2,6,20,350,360
1997/22/9,5.2,6,20,350,360
1997/22/9,5.2,6,20,350,360
2006/23/9,10.5,13,9,325,315
2005/23/9,3.2,9,13,320,350
2004/23/9,5.6,13,11,340,330
2003/23/9,6,6,20,10,5
2002/23/9,2.9,7,13,315,360
2001/23/9,6.3,9,9,330,300
2000/23/9,4.6,11,16,335,325
1999/23/9,7.5,13,9,320,295
1998/23/9,3.7,10,13,310,340
1997/23/9,4.1,6,16,345,355
1997/23/9,4.1,6,16,345,355
1997/23/9,4.1,6,16,345,355
1997/23/9,4.1,6,16,345,355
1997/23/9,4.1,6,16,345,355
1997/23/9,4.1,6,16,345,355
2006/24/9,9.4,12,11,330,330
2005/24/9,5.4,10,22,315,5
2004/24/9,5.2,11,16,330,345
2003/24/9,4.4,5,16,345,360
2002/24/9,2.1,6,11,320,310
2001/24/9,7,14,16,320,350
2000/24/9,3.5,9,16,325,340
1999/24/9,8.6,12,11,320,330
1998/24/9,3.2,9,16,310,345
1997/24/9,3.5,5,13,345,0
1997/24/9,3.5,5,13,345,0
1997/24/9,3.5,5,13,345,0
1997/24/9,3.5,5,13,345,0
1997/24/9,3.5,5,13,345,0
1997/24/9,3.5,5,13,345,0
2006/25/9,8.3,11,4,335,335
2005/25/9,6.4,6,25,5,15
2004/25/9,4.6,10,16,335,350
2003/25/9,5,12,11,340,345
2002/25/9,3,3,16,225,225
2001/25/9,5.9,12,11,325,350
2000/25/9,3.5,9,13,320,350
1999/25/9,7.2,11,18,325,345
1998/25/9,3.5,8,11,315,310
1997/25/9,4.4,5,18,355,5
1997/25/9,4.4,5,18,355,5
1997/25/9,4.4,5,18,355,5
1997/25/9,4.4,5,18,355,5
1997/25/9,4.4,5,18,355,5
1997/25/9,4.4,5,18,355,5
2006/26/9,7,11,7,345,285
2005/26/9,6.6,11,18,340,15
2004/26/9,5.6,9,18,340,350
2003/26/9,5.4,11,16,340,355
2002/26/9,4.1,11,7,315,290
2001/26/9,5.1,10,9,325,330
2000/26/9,4.3,8,18,325,345
1999/26/9,6.2,10,11,325,360
1998/26/9,3.9,10,7,320,285
1997/26/9,2.7,8,13,310,360
1997/26/9,2.7,8,13,310,360
1997/26/9,2.7,8,13,310,360
1997/26/9,2.7,8,13,310,360
1997/26/9,2.7,8,13,310,360
1997/26/9,2.7,8,13,310,360
2006/27/9,6.4,14,9,290,345
2005/27/9,7.8,12,13,325,5
2004/27/9,4.5,8,13,345,345
2003/27/9,4.8,10,13,315,350
2002/27/9,3.8,12,9,325,335
2001/27/9,5.1,11,7,330,245
2000/27/9,4.3,8,20,325,355
1999/27/9,4.4,9,13,330,355
1998/27/9,7.3,10,9,325,335
1997/27/9,2.2,5,11,345,275
1997/27/9,2.2,5,11,345,275
1997/27/9,2.2,5,11,345,275
1997/27/9,2.2,5,11,345,275
1997/27/9,2.2,5,11,345,275
1997/27/9,2.2,5,11,345,275
2006/28/9,6.7,12,18,305,5
2005/28/9,7.6,16,4,325,10
2004/28/9,3.1,10,9,300,330
2003/28/9,3.5,9,11,295,345
2002/28/9,3,8,9,285,345
2001/28/9,3.5,10,16,330,225
2000/28/9,5.6,11,20,320,345
1999/28/9,4.3,8,13,330,345
1998/28/9,5.3,9,13,325,340
1997/28/9,1.9,9,13,300,245
1997/28/9,1.9,9,13,300,245
1997/28/9,1.9,9,13,300,245
1997/28/9,1.9,9,13,300,245
1997/28/9,1.9,9,13,300,245
1997/28/9,1.9,9,13,300,245
2006/29/9,5.1,10,16,305,355
2005/29/9,9.3,13,9,325,345
2004/29/9,2.4,9,2,290,5
2003/29/9,2.7,8,13,290,345
2002/29/9,4.3,9,11,290,355
2001/29/9,4.1,10,16,320,230
2000/29/9,4.6,10,16,320,340
1999/29/9,6.8,14,9,320,345
1998/29/9,6.1,10,16,310,350
1997/29/9,3,7,2,320,275
1997/29/9,3,7,2,320,275
1997/29/9,3,7,2,320,275
1997/29/9,3,7,2,320,275
1997/29/9,3,7,2,320,275
1997/29/9,3,7,2,320,275
2006/30/9,3.8,8,11,310,360
2005/30/9,7.1,12,7,325,335
2004/30/9,2.1,9,4,300,310
2003/30/9,1.8,7,9,300,250
2002/30/9,3.4,8,9,290,315
2001/30/9,5,9,9,320,335
2000/30/9,14.1,15,20,335,0
1999/30/9,6.4,12,16,320,5
1998/30/9,5.1,8,22,310,10
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
1997/30/9,2.7,6,13,325,230
2006/1/10,7.9,14,7,325,350
2005/1/10,5.5,11,11,340,340
2004/1/10,2.7,5,7,10,310
2003/1/10,3.3,7,11,310,215
2002/1/10,3.4,8,20,290,215
2001/1/10,4.7,9,11,325,350
2000/1/10,10.7,12,20,330,5
1999/1/10,6.8,11,22,315,0
1998/1/10,6.6,10,22,310,10
1997/1/10,5.9,12,16,315,220
1997/1/10,5.9,12,16,315,220
1997/1/10,5.9,12,16,315,220
1997/1/10,5.9,12,16,315,220
1997/1/10,5.9,12,16,315,220
1997/1/10,5.9,12,16,315,220
2006/2/10,9.7,13,4,330,305
2005/2/10,5,10,11,340,15
2004/2/10,3,6,7,350,315
2003/2/10,5.3,8,4,315,235
2002/2/10,3.8,10,11,315,350
2001/2/10,5,9,11,320,315
2000/2/10,6.9,11,16,330,15
1999/2/10,6.5,10,13,325,350
1998/2/10,6,9,16,335,0
1997/2/10,5.2,11,18,320,210
1997/2/10,5.2,11,18,320,210
1997/2/10,5.2,11,18,320,210
1997/2/10,5.2,11,18,320,210
1997/2/10,5.2,11,18,320,210
1997/2/10,5.2,11,18,320,210
2006/3/10,7.2,11,16,330,355
2005/3/10,9.8,13,7,330,360
2004/3/10,5,14,7,335,330
2003/3/10,8.2,10,16,325,10
2002/3/10,3.8,8,7,320,10
2001/3/10,8.1,12,13,320,345
2000/3/10,5.1,9,9,335,345
1999/3/10,5.7,9,11,335,0
1998/3/10,5.3,10,9,340,315
1997/3/10,4.2,10,13,320,220
1997/3/10,4.2,10,13,320,220
1997/3/10,4.2,10,13,320,220
1997/3/10,4.2,10,13,320,220
1997/3/10,4.2,10,13,320,220
1997/3/10,4.2,10,13,320,220
2006/4/10,7.3,11,22,335,5
2005/4/10,7.4,12,9,340,355
2004/4/10,6,11,11,330,325
2003/4/10,7,11,7,335,290
2002/4/10,7.1,14,2,320,315
2001/4/10,7.6,12,9,325,315
2000/4/10,7.6,13,11,340,330
1999/4/10,8.9,14,9,345,305
1998/4/10,3.5,9,9,345,270
1997/4/10,2.9,9,13,315,215
1997/4/10,2.9,9,13,315,215
1997/4/10,2.9,9,13,315,215
1997/4/10,2.9,9,13,315,215
1997/4/10,2.9,9,13,315,215
1997/4/10,2.9,9,13,315,215
2006/5/10,7.2,6,25,10,20
2005/5/10,4.9,10,11,340,210
2004/5/10,4.7,10,4,330,95
2003/5/10,5.3,9,11,340,350
2002/5/10,6.6,13,4,320,275
2001/5/10,6.1,11,9,325,280
2000/5/10,6.5,12,11,315,310
1999/5/10,9.2,12,11,345,315
1998/5/10,3,8,11,350,325
1997/5/10,6.2,6,27,240,225
1997/5/10,6.2,6,27,240,225
1997/5/10,6.2,6,27,240,225
1997/5/10,6.2,6,27,240,225
1997/5/10,6.2,6,27,240,225
1997/5/10,6.2,6,27,240,225
2006/6/10,5.8,8,11,340,0
2005/6/10,2.5,9,13,345,220
2004/6/10,5,12,13,335,210
2003/6/10,5.6,8,11,345,235
2002/6/10,4.3,11,9,320,360
2001/6/10,3.7,10,9,325,310
2000/6/10,5.9,11,11,330,330
1999/6/10,6.5,11,11,345,340
1998/6/10,4.8,8,18,340,0
1997/6/10,4.8,6,16,295,245
1997/6/10,4.8,6,16,295,245
1997/6/10,4.8,6,16,295,245
1997/6/10,4.8,6,16,295,245
1997/6/10,4.8,6,16,295,245
1997/6/10,4.8,6,16,295,245
2006/7/10,4.6,7,4,340,310
2005/7/10,1.5,8,9,295,245
2004/7/10,6.5,12,7,330,225
2003/7/10,6.2,9,9,345,340
2002/7/10,2.6,10,9,315,265
2001/7/10,10.1,15,18,325,5
2000/7/10,6.5,11,11,335,335
1999/7/10,5.3,10,9,350,330
1998/7/10,6.1,9,22,345,20
1997/7/10,5.4,7,13,325,25
1997/7/10,5.4,7,13,325,25
1997/7/10,5.4,7,13,325,25
1997/7/10,5.4,7,13,325,25
1997/7/10,5.4,7,13,325,25
1997/7/10,5.4,7,13,325,25
2006/8/10,3.5,10,9,320,225
2005/8/10,4.2,12,18,305,195
2004/8/10,5.3,11,9,340,250
2003/8/10,5.7,9,7,350,5
2002/8/10,3.4,14,13,320,300
2001/8/10,12,13,22,325,5
2000/8/10,5.1,11,9,335,325
1999/8/10,3.7,10,11,340,265
1998/8/10,6.9,6,27,15,25
1997/8/10,3.6,13,11,330,340
1997/8/10,3.6,13,11,330,340
1997/8/10,3.6,13,11,330,340
1997/8/10,3.6,13,11,330,340
1997/8/10,3.6,13,11,330,340
1997/8/10,3.6,13,11,330,340
2006/9/10,2.5,9,7,320,240
2005/9/10,4.1,10,18,300,180
2004/9/10,7.1,12,2,345,330
2003/9/10,5.8,9,13,345,350
2002/9/10,9.6,11,18,325,345
2001/9/10,11.5,13,20,330,10
2000/9/10,3.6,12,11,295,325
1999/9/10,4.9,9,7,340,260
1998/9/10,6.2,7,25,350,25
1997/9/10,6.2,12,18,330,5
1997/9/10,6.2,12,18,330,5
1997/9/10,6.2,12,18,330,5
1997/9/10,6.2,12,18,330,5
1997/9/10,6.2,12,18,330,5
1997/9/10,6.2,12,18,330,5
2006/10/10,3.4,13,7,330,340
2005/10/10,7.7,14,22,330,215
2004/10/10,7.1,10,16,340,350
2003/10/10,4.9,9,18,345,355
2002/10/10,10,10,18,335,360
2001/10/10,10.6,12,16,335,5
2000/10/10,6.1,7,22,345,15
1999/10/10,4.3,11,13,330,140
1998/10/10,6.7,7,22,350,20
1997/10/10,6.2,11,20,330,15
1997/10/10,6.2,11,20,330,15
1997/10/10,6.2,11,20,330,15
1997/10/10,6.2,11,20,330,15
1997/10/10,6.2,11,20,330,15
1997/10/10,6.2,11,20,330,15
2006/11/10,4.7,11,16,330,360
2005/11/10,7.8,13,11,330,255
2004/11/10,7,10,11,345,355
2003/11/10,3.6,9,13,345,250
2002/11/10,12.3,14,18,325,10
2001/11/10,8.6,11,20,335,205
2000/11/10,8.7,13,25,330,5
1999/11/10,3.1,10,11,325,115
1998/11/10,5.2,7,18,355,10
1997/11/10,5.9,11,13,325,10
1997/11/10,5.9,11,13,325,10
1997/11/10,5.9,11,13,325,10
1997/11/10,5.9,11,13,325,10
1997/11/10,5.9,11,13,325,10
1997/11/10,5.9,11,13,325,10
2006/12/10,6.2,12,9,325,5
2005/12/10,5.8,12,7,330,275
2004/12/10,5.2,9,9,345,355
2003/12/10,3.1,3,13,355,360
2002/12/10,8.9,12,20,325,15
2001/12/10,6.1,10,20,340,225
2000/12/10,8.9,12,16,340,280
1999/12/10,2.2,11,4,305,130
1998/12/10,4.2,6,16,0,5
1997/12/10,4.7,10,13,320,10
1997/12/10,4.7,10,13,320,10
1997/12/10,4.7,10,13,320,10
1997/12/10,4.7,10,13,320,10
1997/12/10,4.7,10,13,320,10
1997/12/10,4.7,10,13,320,10
2006/13/10,6.3,11,4,320,300
2005/13/10,6.8,12,16,330,5
2004/13/10,3.9,8,13,350,350
2003/13/10,3.1,12,11,335,350
2002/13/10,6.9,11,9,325,355
2001/13/10,4.4,14,7,330,350
2000/13/10,14.9,13,16,340,355
1999/13/10,3.7,13,7,330,120
