date,swell_height_ft,swell_period_secs,wind_speed_mph,swell_dir,wind_dir
1998/13/10,3.5,6,13,355,350
1997/13/10,5.5,7,18,355,5
1997/13/10,5.5,7,18,355,5
1997/13/10,5.5,7,18,355,5
1997/13/10,5.5,7,18,355,5
1997/13/10,5.5,7,18,355,5
1997/13/10,5.5,7,18,355,5
2006/14/10,4.8,11,7,325,295
2005/14/10,7.2,11,18,330,10
2004/14/10,4.4,5,18,360,360
2003/14/10,6,12,18,320,360
2002/14/10,6.9,13,9,325,295
2001/14/10,4.2,12,7,320,320
2000/14/10,11.5,12,22,345,20
1999/14/10,3.9,11,2,325,210
1998/14/10,4.4,14,13,340,340
1997/14/10,7,8,13,350,350
1997/14/10,7,8,13,350,350
1997/14/10,7,8,13,350,350
1997/14/10,7,8,13,350,350
1997/14/10,7,8,13,350,350
1997/14/10,7,8,13,350,350
2006/15/10,3.9,11,4,320,225
2005/15/10,5.5,10,9,335,350
2004/15/10,7.2,6,25,5,10
2003/15/10,7.1,12,20,320,5
2002/15/10,5.9,12,11,325,300
2001/15/10,4.5,10,13,315,0
2000/15/10,7.7,11,11,350,360
1999/15/10,2.7,10,4,330,155
1998/15/10,4.3,11,16,335,345
1997/15/10,5.7,8,11,350,345
1997/15/10,5.7,8,11,350,345
1997/15/10,5.7,8,11,350,345
1997/15/10,5.7,8,11,350,345
1997/15/10,5.7,8,11,350,345
1997/15/10,5.7,8,11,350,345
2006/16/10,5.3,12,13,325,205
2005/16/10,7.5,14,4,310,340
2004/16/10,8.1,11,20,335,15
2003/16/10,6.3,11,16,320,350
2002/16/10,5.5,11,9,325,325
2001/16/10,4.7,9,7,320,50
2000/16/10,4.9,10,9,345,320
1999/16/10,2.2,10,9,315,330
1998/16/10,3.2,10,9,335,330
1997/16/10,4.1,8,9,350,285
1997/16/10,4.1,8,9,350,285
1997/16/10,4.1,8,9,350,285
1997/16/10,4.1,8,9,350,285
1997/16/10,4.1,8,9,350,285
1997/16/10,4.1,8,9,350,285
2006/17/10,6.7,11,16,320,210
2005/17/10,5.9,12,7,315,320
2004/17/10,7.7,11,11,340,345
2003/17/10,5.9,11,13,325,340
2002/17/10,5.8,10,13,325,0
2001/17/10,8.5,15,9,330,295
2000/17/10,6.6,13,11,325,5
1999/17/10,3.7,12,11,320,335
1998/17/10,4.8,13,7,335,10
1997/17/10,2.9,7,13,355,255
1997/17/10,2.9,7,13,355,255
1997/17/10,2.9,7,13,355,255
1997/17/10,2.9,7,13,355,255
1997/17/10,2.9,7,13,355,255
1997/17/10,2.9,7,13,355,255
2006/18/10,7.8,11,11,315,185
2005/18/10,6.1,11,13,315,345
2004/18/10,5.7,10,13,345,205
2003/18/10,5,10,18,320,200
2002/18/10,6.1,10,9,320,315
2001/18/10,7.7,13,9,330,280
2000/18/10,5.7,11,11,320,360
1999/18/10,6.6,10,11,320,0
1998/18/10,4.9,11,11,335,345
1997/18/10,1.7,6,9,355,255
1997/18/10,1.7,6,9,355,255
1997/18/10,1.7,6,9,355,255
1997/18/10,1.7,6,9,355,255
1997/18/10,1.7,6,9,355,255
1997/18/10,1.7,6,9,355,255
2006/19/10,8.6,11,7,315,190
2005/19/10,6.8,12,7,325,325
2004/19/10,5,9,16,290,195
2003/19/10,5,12,16,320,205
2002/19/10,4.7,4,22,160,185
2001/19/10,8.8,12,16,330,235
2000/19/10,4.7,10,11,315,340
1999/19/10,8.2,10,13,330,0
1998/19/10,5.7,5,25,15,15
1997/19/10,7.3,13,13,330,235
1997/19/10,7.3,13,13,330,235
1997/19/10,7.3,13,13,330,235
1997/19/10,7.3,13,13,330,235
1997/19/10,7.3,13,13,330,235
1997/19/10,7.3,13,13,330,235
2006/20/10,5.9,9,4,325,245
2005/20/10,5.1,11,4,325,285
2004/20/10,5.4,10,11,285,220
2003/20/10,7.4,11,11,325,205
2002/20/10,6.2,12,20,290,210
2001/20/10,9.2,11,11,325,275
2000/20/10,9.5,14,11,325,315
1999/20/10,8.5,15,16,320,255
1998/20/10,6.6,10,18,340,355
1997/20/10,5.6,11,13,330,240
1997/20/10,5.6,11,13,330,240
1997/20/10,5.6,11,13,330,240
1997/20/10,5.6,11,13,330,240
1997/20/10,5.6,11,13,330,240
1997/20/10,5.6,11,13,330,240
2006/21/10,6.8,10,9,330,350
2005/21/10,4.7,10,9,320,340
2004/21/10,5.5,9,9,280,330
2003/21/10,5.5,9,2,320,0
2002/21/10,9.3,12,11,300,240
2001/21/10,13.3,13,2,330,355
2000/21/10,9.4,13,20,330,350
1999/21/10,13.6,13,9,325,225
1998/21/10,4.8,9,9,345,350
1997/21/10,6.3,10,16,275,230
1997/21/10,6.3,10,16,275,230
1997/21/10,6.3,10,16,275,230
1997/21/10,6.3,10,16,275,230
1997/21/10,6.3,10,16,275,230
1997/21/10,6.3,10,16,275,230
2006/22/10,7.1,13,4,330,260
2005/22/10,3.5,9,9,310,360
2004/22/10,8.1,11,13,340,15
2003/22/10,4.9,9,11,345,190
2002/22/10,11.2,12,16,315,360
2001/22/10,8.5,11,7,325,335
2000/22/10,9.1,12,16,330,360
1999/22/10,11.6,20,11,320,245
1998/22/10,3.7,13,2,310,210
1997/22/10,4.8,9,4,275,280
1997/22/10,4.8,9,4,275,280
1997/22/10,4.8,9,4,275,280
1997/22/10,4.8,9,4,275,280
1997/22/10,4.8,9,4,275,280
1997/22/10,4.8,9,4,275,280
2006/23/10,7.1,11,7,320,220
2005/23/10,4.2,11,16,300,10
2004/23/10,6.4,12,7,345,310
2003/23/10,4.2,8,13,350,225
2002/23/10,10.5,12,22,320,15
2001/23/10,6.2,10,9,325,330
2000/23/10,8.7,11,11,330,340
1999/23/10,21.9,18,4,320,260
1998/23/10,5,11,11,305,320
1997/23/10,4,10,4,280,320
1997/23/10,4,10,4,280,320
1997/23/10,4,10,4,280,320
1997/23/10,4,10,4,280,320
1997/23/10,4,10,4,280,320
1997/23/10,4,10,4,280,320
2006/24/10,6.3,10,9,310,225
2005/24/10,6.4,11,9,315,355
2004/24/10,5.4,12,9,320,335
2003/24/10,5.4,7,16,350,360
2002/24/10,8.7,11,20,330,10
2001/24/10,6.2,11,7,315,350
2000/24/10,7.4,15,9,315,350
1999/24/10,15.2,15,18,320,220
1998/24/10,5.2,11,9,310,350
1997/24/10,4.1,9,7,295,315
1997/24/10,4.1,9,7,295,315
1997/24/10,4.1,9,7,295,315
1997/24/10,4.1,9,7,295,315
1997/24/10,4.1,9,7,295,315
1997/24/10,4.1,9,7,295,315
2006/25/10,7,9,22,295,205
2005/25/10,5.2,10,9,325,350
2004/25/10,5.9,10,13,305,335
2003/25/10,6.7,5,31,250,205
2002/25/10,6.6,11,11,350,5
2001/25/10,4.2,9,9,320,290
2000/25/10,7.4,12,11,315,345
1999/25/10,13.6,13,11,320,235
1998/25/10,5.4,11,13,315,15
1997/25/10,6.1,15,11,290,230
1997/25/10,6.1,15,11,290,230
1997/25/10,6.1,15,11,290,230
1997/25/10,6.1,15,11,290,230
1997/25/10,6.1,15,11,290,230
1997/25/10,6.1,15,11,290,230
2006/26/10,10.9,11,2,300,240
2005/26/10,4.5,10,18,315,205
2004/26/10,5.7,9,11,310,350
2003/26/10,8.9,11,16,335,210
2002/26/10,4.2,10,4,350,265
2001/26/10,5.4,12,13,320,10
2000/26/10,5.7,10,16,320,15
1999/26/10,13.7,13,22,315,210
1998/26/10,6,10,20,315,15
1997/26/10,7.7,13,11,295,290
1997/26/10,7.7,13,11,295,290
1997/26/10,7.7,13,11,295,290
1997/26/10,7.7,13,11,295,290
1997/26/10,7.7,13,11,295,290
1997/26/10,7.7,13,11,295,290
2006/27/10,13.8,12,2,320,280
2005/27/10,4.1,11,11,310,220
2004/27/10,4,9,11,320,215
2003/27/10,5.5,8,20,305,220
2002/27/10,6.6,14,7,320,245
2001/27/10,4.8,11,9,315,195
2000/27/10,4.7,10,18,310,0
1999/27/10,11.5,12,13,330,180
1998/27/10,6.7,11,18,320,5
1997/27/10,8,12,7,295,10
1997/27/10,8,12,7,295,10
1997/27/10,8,12,7,295,10
1997/27/10,8,12,7,295,10
1997/27/10,8,12,7,295,10
1997/27/10,8,12,7,295,10
2006/28/10,8.5,10,9,330,200
2005/28/10,8.7,11,7,305,220
2004/28/10,7.8,10,9,305,215
2003/28/10,6.2,8,7,315,160
2002/28/10,5.9,12,4,315,220
2001/28/10,5.2,10,18,315,205
2000/28/10,4.1,12,13,330,355
1999/28/10,7.6,11,11,335,205
1998/28/10,5.3,10,4,325,220
1997/28/10,6.1,10,27,295,20
1997/28/10,6.1,10,27,295,20
1997/28/10,6.1,10,27,295,20
1997/28/10,6.1,10,27,295,20
1997/28/10,6.1,10,27,295,20
1997/28/10,6.1,10,27,295,20
2006/29/10,3.9,9,11,335,180
2005/29/10,8.1,12,16,320,205
2004/29/10,8.7,11,13,325,210
2003/29/10,5,8,13,315,10
2002/29/10,4.4,11,11,315,230
2001/29/10,7.9,11,20,320,190
2000/29/10,5.1,11,16,320,360
1999/29/10,4.8,10,0,340,275
1998/29/10,4.3,9,2,330,205
1997/29/10,7.1,6,25,30,30
1997/29/10,7.1,6,25,30,30
1997/29/10,7.1,6,25,30,30
1997/29/10,7.1,6,25,30,30
1997/29/10,7.1,6,25,30,30
1997/29/10,7.1,6,25,30,30
2006/30/10,3.7,11,9,300,215
2005/30/10,5.3,11,16,325,205
2004/30/10,11.2,12,18,330,355
2003/30/10,7.2,8,22,345,15
2002/30/10,2.9,9,11,320,325
2001/30/10,7.1,10,22,325,175
2000/30/10,11.6,14,13,325,0
1999/30/10,4.2,12,11,310,0
1998/30/10,7.4,14,4,335,50
1997/30/10,5.9,12,4,310,10
1997/30/10,5.9,12,4,310,10
1997/30/10,5.9,12,4,310,10
1997/30/10,5.9,12,4,310,10
1997/30/10,5.9,12,4,310,10
1997/30/10,5.9,12,4,310,10
2006/31/10,3.3,11,7,295,230
2005/31/10,9.3,12,16,310,0
2004/31/10,12,13,18,345,5
2003/31/10,5.2,8,9,345,265
2002/31/10,5.1,9,16,305,0
2001/31/10,5.1,5,18,145,145
2000/31/10,10.6,13,16,330,5
1999/31/10,4.2,13,11,325,0
1998/31/10,6.2,12,11,325,20
1997/31/10,4.1,13,16,300,245
1997/31/10,4.1,13,16,300,245
1997/31/10,4.1,13,16,300,245
1997/31/10,4.1,13,16,300,245
1997/31/10,4.1,13,16,300,245
1997/31/10,4.1,13,16,300,245
2006/1/11,3,11,7,295,300
2005/1/11,9.2,12,13,305,15
2004/1/11,8.9,11,18,350,20
2003/1/11,21.9,16,22,340,15
2002/1/11,5.9,5,22,10,15
2001/1/11,3.7,5,11,135,160
2000/1/11,12.7,14,22,340,15
1999/1/11,10,14,11,330,15
1998/1/11,5.4,11,13,325,15
1997/1/11,2.3,11,16,295,215
1997/1/11,2.3,11,16,295,215
1997/1/11,2.3,11,16,295,215
1997/1/11,2.3,11,16,295,215
1997/1/11,2.3,11,16,295,215
1997/1/11,2.3,11,16,295,215
2006/2/11,4.9,4,27,160,155
2005/2/11,7.9,11,7,315,335
2004/2/11,6.1,9,9,345,10
2003/2/11,15.8,14,7,335,15
2002/2/11,5,10,7,315,340
2001/2/11,2.6,4,11,135,190
2000/2/11,10.5,13,18,335,360
1999/2/11,6.3,12,20,335,25
1998/2/11,4.1,11,16,320,15
1997/2/11,4.8,4,22,210,225
1997/2/11,4.8,4,22,210,225
1997/2/11,4.8,4,22,210,225
1997/2/11,4.8,4,22,210,225
1997/2/11,4.8,4,22,210,225
1997/2/11,4.8,4,22,210,225
2006/3/11,3.7,13,4,335,170
2005/3/11,8.1,11,7,310,310
2004/3/11,5.7,13,7,305,335
2003/3/11,9.4,12,2,340,290
2002/3/11,6.2,13,13,305,10
2001/3/11,3.9,11,13,340,210
2000/3/11,7.7,12,13,340,5
1999/3/11,8.6,12,18,320,0
1998/3/11,2.9,10,7,310,340
1997/3/11,6.8,8,18,280,225
1997/3/11,6.8,8,18,280,225
1997/3/11,6.8,8,18,280,225
1997/3/11,6.8,8,18,280,225
1997/3/11,6.8,8,18,280,225
1997/3/11,6.8,8,18,280,225
2006/4/11,4,12,7,305,335
2005/4/11,9.7,12,20,310,15
2004/4/11,4.8,11,11,310,350
2003/4/11,10.4,14,9,325,215
2002/4/11,6.7,12,20,305,10
2001/4/11,1.8,9,9,340,215
2000/4/11,9.5,12,20,340,10
1999/4/11,7.1,12,11,315,225
1998/4/11,2.3,9,0,315,340
1997/4/11,7.3,10,7,305,195
1997/4/11,7.3,10,7,305,195
1997/4/11,7.3,10,7,305,195
1997/4/11,7.3,10,7,305,195
1997/4/11,7.3,10,7,305,195
1997/4/11,7.3,10,7,305,195
2006/5/11,3.3,12,4,295,335
2005/5/11,9.8,11,18,320,25
2004/5/11,5.1,10,18,315,0
2003/5/11,7.5,13,7,325,230
2002/5/11,9.5,13,22,325,10
2001/5/11,4.3,12,11,315,215
2000/5/11,9.2,12,16,340,15
1999/5/11,4.2,11,11,325,195
1998/5/11,4,11,7,345,335
1997/5/11,4.6,8,18,305,190
1997/5/11,4.6,8,18,305,190
1997/5/11,4.6,8,18,305,190
1997/5/11,4.6,8,18,305,190
1997/5/11,4.6,8,18,305,190
1997/5/11,4.6,8,18,305,190
2006/6/11,2.6,11,9,300,5
2005/6/11,7.6,10,9,330,345
2004/6/11,4.1,8,2,325,215
2003/6/11,4.8,12,11,325,230
2002/6/11,6.9,11,18,320,25
2001/6/11,5,12,9,325,245
2000/6/11,7.2,11,20,345,10
1999/6/11,6.1,12,4,310,170
1998/6/11,6,11,9,345,5
1997/6/11,10.8,9,22,290,320
1997/6/11,10.8,9,22,290,320
1997/6/11,10.8,9,22,290,320
1997/6/11,10.8,9,22,290,320
1997/6/11,10.8,9,22,290,320
1997/6/11,10.8,9,22,290,320
2006/7/11,2.3,10,11,300,35
2005/7/11,8.1,14,4,315,340
2004/7/11,4.4,12,7,310,240
2003/7/11,6.5,13,13,315,235
2002/7/11,5.3,7,13,355,30
2001/7/11,5.1,11,4,330,220
2000/7/11,10.8,13,20,345,15
1999/7/11,5.8,13,4,330,0
1998/7/11,4.1,10,9,345,20
1997/7/11,11.4,11,4,325,325
1997/7/11,11.4,11,4,325,325
1997/7/11,11.4,11,4,325,325
1997/7/11,11.4,11,4,325,325
1997/7/11,11.4,11,4,325,325
1997/7/11,11.4,11,4,325,325
2006/8/11,2.4,5,11,330,30
2005/8/11,10.9,15,4,325,310
2004/8/11,5.3,15,11,295,200
2003/8/11,13.2,15,11,310,335
2002/8/11,6,13,11,310,30
2001/8/11,4.1,10,7,340,255
2000/8/11,13.5,13,29,345,20
1999/8/11,5.9,12,20,330,10
1998/8/11,3.1,9,9,320,345
1997/8/11,8.4,10,2,340,255
1997/8/11,8.4,10,2,340,255
1997/8/11,8.4,10,2,340,255
1997/8/11,8.4,10,2,340,255
1997/8/11,8.4,10,2,340,255
1997/8/11,8.4,10,2,340,255
2006/9/11,2.9,6,2,345,85
2005/9/11,10.2,14,20,325,25
2004/9/11,4.8,13,4,300,255
2003/9/11,10.2,13,11,325,345
2002/9/11,4.6,11,7,310,330
2001/9/11,4.5,5,22,5,0
2000/9/11,10.1,12,18,350,10
1999/9/11,4.9,10,13,325,350
1998/9/11,3.1,12,9,320,360
1997/9/11,9.4,11,9,330,345
1997/9/11,9.4,11,9,330,345
1997/9/11,9.4,11,9,330,345
1997/9/11,9.4,11,9,330,345
1997/9/11,9.4,11,9,330,345
1997/9/11,9.4,11,9,330,345
2006/10/11,2.6,10,4,315,150
2005/10/11,10.8,12,22,325,20
2004/10/11,4,11,11,310,345
2003/10/11,6.9,11,13,325,355
2002/10/11,5.6,13,9,305,0
2001/10/11,14.5,10,29,355,20
2000/10/11,7.3,11,11,355,350
1999/10/11,3.9,12,4,325,310
1998/10/11,6.6,13,11,320,10
1997/10/11,11.5,13,16,335,5
1997/10/11,11.5,13,16,335,5
1997/10/11,11.5,13,16,335,5
1997/10/11,11.5,13,16,335,5
1997/10/11,11.5,13,16,335,5
1997/10/11,11.5,13,16,335,5
2006/11/11,3.1,4,4,110,145
2005/11/11,10.1,12,25,330,20
2004/11/11,8.5,10,22,345,0
2003/11/11,7.5,10,20,325,15
2002/11/11,5.7,16,9,300,345
2001/11/11,10.9,10,16,350,15
2000/11/11,4.8,10,11,355,340
1999/11/11,2.9,11,9,320,285
1998/11/11,7.3,11,22,310,25
1997/11/11,10.9,13,18,330,15
1997/11/11,10.9,13,18,330,15
1997/11/11,10.9,13,18,330,15
1997/11/11,10.9,13,18,330,15
1997/11/11,10.9,13,18,330,15
1997/11/11,10.9,13,18,330,15
2006/12/11,2.1,10,2,340,240
2005/12/11,7.7,12,22,330,20
2004/12/11,9.7,10,18,345,5
2003/12/11,6.5,11,11,320,15
2002/12/11,6.4,13,7,295,295
2001/12/11,7.9,10,11,350,0
2000/12/11,3.3,9,2,350,240
1999/12/11,4,5,13,350,340
1998/12/11,6.6,11,20,315,30
1997/12/11,10.5,12,22,335,20
1997/12/11,10.5,12,22,335,20
1997/12/11,10.5,12,22,335,20
1997/12/11,10.5,12,22,335,20
1997/12/11,10.5,12,22,335,20
1997/12/11,10.5,12,22,335,20
2006/13/11,4.8,15,4,340,260
2005/13/11,7.1,7,20,345,355
2004/13/11,8.9,10,22,350,30
2003/13/11,12.3,16,2,315,320
2002/13/11,8.7,13,11,315,260
2001/13/11,6.3,12,9,295,340
2000/13/11,2.8,15,7,340,260
1999/13/11,6.4,9,11,350,350
1998/13/11,7.1,13,9,325,10
1997/13/11,9.3,11,20,335,10
1997/13/11,9.3,11,20,335,10
1997/13/11,9.3,11,20,335,10
1997/13/11,9.3,11,20,335,10
1997/13/11,9.3,11,20,335,10
1997/13/11,9.3,11,20,335,10
2006/14/11,5.2,13,7,335,200
2005/14/11,16.7,13,7,340,315
2004/14/11,5.9,9,13,345,5
2003/14/11,10.1,15,7,315,335
2002/14/11,12.7,14,22,330,220
2001/14/11,5.8,8,20,350,25
2000/14/11,7.5,12,9,340,360
1999/14/11,5.3,8,11,350,315
1998/14/11,7.4,13,4,335,320
1997/14/11,6.5,10,9,340,0
1997/14/11,6.5,10,9,340,0
1997/14/11,6.5,10,9,340,0
1997/14/11,6.5,10,9,340,0
1997/14/11,6.5,10,9,340,0
1997/14/11,6.5,10,9,340,0
2006/15/11,4.5,11,16,335,195
2005/15/11,12.9,12,9,340,185
2004/15/11,5,9,9,350,0
2003/15/11,8.1,13,7,320,270
2002/15/11,18.5,12,20,325,300
2001/15/11,6.5,8,18,350,25
2000/15/11,10.2,12,20,345,5
1999/15/11,8.5,9,18,335,340
1998/15/11,6.6,12,9,335,0
1997/15/11,5.9,10,4,335,290
1997/15/11,5.9,10,4,335,290
1997/15/11,5.9,10,4,335,290
1997/15/11,5.9,10,4,335,290
1997/15/11,5.9,10,4,335,290
1997/15/11,5.9,10,4,335,290
2006/16/11,5.1,15,16,335,160
2005/16/11,8,11,11,345,0
2004/16/11,5.1,10,11,345,15
2003/16/11,12.1,11,25,330,355
2002/16/11,16.3,12,11,325,320
2001/16/11,6.8,9,16,350,20
2000/16/11,9.4,12,20,350,30
1999/16/11,8.2,10,20,345,10
1998/16/11,5.1,11,9,330,35
1997/16/11,3.4,8,0,330,30
1997/16/11,3.4,8,0,330,30
1997/16/11,3.4,8,0,330,30
1997/16/11,3.4,8,0,330,30
1997/16/11,3.4,8,0,330,30
1997/16/11,3.4,8,0,330,30
2006/17/11,11.6,13,13,330,30
2005/17/11,5.2,9,9,350,175
2004/17/11,4.1,9,7,345,355
2003/17/11,13.5,11,22,335,15
2002/17/11,13.7,12,9,335,15
2001/17/11,4.8,9,9,355,355
2000/17/11,6.2,11,22,355,25
1999/17/11,7.4,9,18,350,35
1998/17/11,3.8,10,7,335,310
1997/17/11,6.8,12,4,315,290
1997/17/11,6.8,12,4,315,290
1997/17/11,6.8,12,4,315,290
1997/17/11,6.8,12,4,315,290
1997/17/11,6.8,12,4,315,290
1997/17/11,6.8,12,4,315,290
2006/18/11,11.1,13,2,330,25
2005/18/11,2.9,7,7,350,225
2004/18/11,2.6,6,4,0,160
2003/18/11,8.2,10,18,340,15
2002/18/11,10,11,13,345,35
2001/18/11,3.8,12,7,295,340
2000/18/11,5.5,7,20,345,20
1999/18/11,6.3,8,18,350,25
1998/18/11,3.1,10,7,340,335
1997/18/11,7.3,13,11,305,350
1997/18/11,7.3,13,11,305,350
1997/18/11,7.3,13,11,305,350
1997/18/11,7.3,13,11,305,350
1997/18/11,7.3,13,11,305,350
1997/18/11,7.3,13,11,305,350
2006/19/11,8.5,12,11,330,185
2005/19/11,4,3,18,165,175
2004/19/11,1.9,11,2,340,230
2003/19/11,7.2,15,18,295,15
2002/19/11,5.6,10,9,345,205
2001/19/11,4.2,12,7,310,35
2000/19/11,8.1,12,16,340,15
1999/19/11,6.1,9,13,340,5
1998/19/11,3,5,16,355,20
1997/19/11,11.3,13,16,305,15
1997/19/11,11.3,13,16,305,15
1997/19/11,11.3,13,16,305,15
1997/19/11,11.3,13,16,305,15
1997/19/11,11.3,13,16,305,15
1997/19/11,11.3,13,16,305,15
2006/20/11,8.3,12,7,345,40
2005/20/11,10.5,14,22,320,190
2004/20/11,2.4,13,9,330,205
2003/20/11,5.6,14,9,295,15
2002/20/11,10.2,10,4,330,255
2001/20/11,4.9,11,7,320,355
2000/20/11,5.8,11,9,345,335
1999/20/11,4.3,10,13,340,275
1998/20/11,4.6,6,22,360,10
1997/20/11,15,17,7,315,15
1997/20/11,15,17,7,315,15
1997/20/11,15,17,7,315,15
1997/20/11,15,17,7,315,15
1997/20/11,15,17,7,315,15
1997/20/11,15,17,7,315,15
2006/21/11,6,12,16,345,5
2005/21/11,8.6,12,18,315,175
2004/21/11,3.2,11,4,340,195
2003/21/11,4.1,12,4,295,250
2002/21/11,11,14,9,325,200
2001/21/11,6.3,9,2,355,335
2000/21/11,4.4,10,9,345,340
1999/21/11,7.1,8,18,350,25
1998/21/11,6.8,14,20,315,15
1997/21/11,12.1,14,13,310,240
1997/21/11,12.1,14,13,310,240
1997/21/11,12.1,14,13,310,240
1997/21/11,12.1,14,13,310,240
1997/21/11,12.1,14,13,310,240
1997/21/11,12.1,14,13,310,240
2006/22/11,7.9,13,18,330,10
2005/22/11,5.8,10,11,315,210
2004/22/11,2.7,11,7,345,210
2003/22/11,7.2,6,18,265,245
2002/22/11,16.4,15,7,330,350
2001/22/11,6.7,8,11,5,330
2000/22/11,5.3,11,7,340,260
1999/22/11,5.1,8,13,350,30
1998/22/11,5.2,12,4,310,10
1997/22/11,10.7,12,13,305,35
1997/22/11,10.7,12,13,305,35
1997/22/11,10.7,12,13,305,35
1997/22/11,10.7,12,13,305,35
1997/22/11,10.7,12,13,305,35
1997/22/11,10.7,12,13,305,35
2006/23/11,8.7,13,13,345,15
2005/23/11,4.7,8,7,305,290
2004/23/11,2.6,10,2,335,0
2003/23/11,11.8,10,13,305,280
2002/23/11,15.9,15,11,320,220
2001/23/11,7.6,8,16,5,5
2000/23/11,4.9,11,9,325,230
1999/23/11,4.6,8,4,355,185
1998/23/11,5.2,12,11,310,5
1997/23/11,8.6,11,13,315,215
1997/23/11,8.6,11,13,315,215
1997/23/11,8.6,11,13,315,215
1997/23/11,8.6,11,13,315,215
1997/23/11,8.6,11,13,315,215
1997/23/11,8.6,11,13,315,215
2006/24/11,6.1,12,9,345,195
2005/24/11,4.1,4,20,15,10
2004/24/11,3.3,11,4,305,250
2003/24/11,14,10,22,315,285
2002/24/11,16.2,14,13,320,255
2001/24/11,6,9,9,355,30
2000/24/11,6.4,10,13,315,355
1999/24/11,4.1,12,4,315,95
1998/24/11,6.2,11,22,315,25
1997/24/11,8.7,11,13,320,280
1997/24/11,8.7,11,13,320,280
1997/24/11,8.7,11,13,320,280
1997/24/11,8.7,11,13,320,280
1997/24/11,8.7,11,13,320,280
1997/24/11,8.7,11,13,320,280
2006/25/11,13.9,13,16,325,215
2005/25/11,4.1,6,16,10,5
2004/25/11,2.3,10,4,300,205
2003/25/11,16.5,11,18,335,0
2002/25/11,16.2,13,18,325,355
2001/25/11,4,7,16,0,20
2000/25/11,6.9,10,22,320,15
1999/25/11,4.9,13,4,325,55
1998/25/11,7.3,12,9,330,30
1997/25/11,15.3,15,20,310,225
1997/25/11,15.3,15,20,310,225
1997/25/11,15.3,15,20,310,225
1997/25/11,15.3,15,20,310,225
1997/25/11,15.3,15,20,310,225
1997/25/11,15.3,15,20,310,225
2006/26/11,16.3,13,13,315,15
2005/26/11,4,10,13,335,335
2004/26/11,2.9,11,9,300,215
2003/26/11,8,9,18,340,25
2002/26/11,10.3,12,2,325,280
2001/26/11,3.6,6,13,0,15
2000/26/11,6,10,7,320,345
1999/26/11,4.2,12,2,325,265
1998/26/11,7.4,13,18,320,25
1997/26/11,18.2,14,9,315,355
1997/26/11,18.2,14,9,315,355
1997/26/11,18.2,14,9,315,355
1997/26/11,18.2,14,9,315,355
1997/26/11,18.2,14,9,315,355
1997/26/11,18.2,14,9,315,355
2006/27/11,13,14,2,320,90
2005/27/11,9.1,10,18,350,15
2004/27/11,2.2,10,9,305,205
2003/27/11,5.1,8,18,335,20
2002/27/11,6.7,11,4,325,345
2001/27/11,3.5,7,9,345,350
2000/27/11,8.6,14,7,315,200
1999/27/11,4,12,7,330,70
1998/27/11,6.1,11,7,315,25
1997/27/11,11,12,7,315,40
1997/27/11,11,12,7,315,40
1997/27/11,11,12,7,315,40
1997/27/11,11,12,7,315,40
1997/27/11,11,12,7,315,40
1997/27/11,11,12,7,315,40
2006/28/11,14.8,16,7,320,360
2005/28/11,10.3,13,2,350,50
2004/28/11,3.5,4,16,160,165
2003/28/11,13.4,14,13,340,30
2002/28/11,9.4,16,13,305,15
2001/28/11,10,13,13,335,30
2000/28/11,8.3,13,22,310,185
1999/28/11,2.5,12,9,325,210
1998/28/11,5,10,11,320,5
1997/28/11,6.9,11,11,315,30
1997/28/11,6.9,11,11,315,30
1997/28/11,6.9,11,11,315,30
1997/28/11,6.9,11,11,315,30
1997/28/11,6.9,11,11,315,30
1997/28/11,6.9,11,11,315,30
2006/29/11,12.4,14,9,320,20
2005/29/11,7.6,12,20,350,5
2004/29/11,5.9,11,25,320,160
2003/29/11,10.2,13,13,335,5
2002/29/11,12,14,27,300,30
2001/29/11,9.4,12,7,335,35
2000/29/11,12,13,7,300,305
1999/29/11,3.4,11,16,325,220
1998/29/11,5.6,6,20,355,20
1997/29/11,11.3,15,16,305,50
1997/29/11,11.3,15,16,305,50
1997/29/11,11.3,15,16,305,50
1997/29/11,11.3,15,16,305,50
1997/29/11,11.3,15,16,305,50
1997/29/11,11.3,15,16,305,50
2006/30/11,10.1,13,4,325,220
2005/30/11,8.8,7,25,355,20
2004/30/11,7.1,10,18,310,205
2003/30/11,6.5,11,16,335,5
2002/30/11,10.3,12,25,310,35
2001/30/11,8.6,13,4,340,45
2000/30/11,11.6,12,11,300,215
1999/30/11,8.1,12,11,320,195
1998/30/11,11.6,16,25,330,20
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
1997/30/11,9.1,13,2,310,325
2006/1/12,5,12,7,330,210
2005/1/12,6.3,9,13,335,10
2004/1/12,9.5,9,13,315,330
2003/1/12,4.6,10,16,330,345
2002/1/12,8.2,11,18,320,30
2001/1/12,5.4,12,4,340,190
2000/1/12,7.3,12,7,305,255
1999/1/12,7.8,11,9,325,125
1998/1/12,11.4,14,22,330,15
1997/1/12,7,12,13,315,20
